title,text,subject,date,label
Muslim pilgrims in Muzdalifa prepare for haj's final stages,"MUZDALIFA, Saudi Arabia (Reuters) - Two million Muslims gathered at Mount Arafat on Thursday for a vigil to atone for their sins, then descended to Muzdalifa to prepare for the final stages of the annual haj pilgrimage. Pilgrims clad in white robes spent the previous night in an encampment at the hill where Islam holds that God tested Abraham s faith by commanding him to sacrifice his son Ismail and where the Prophet Mohammad gave his last sermon. Other worshippers who had been praying in the nearby Mina area ascended in buses or on foot from before dawn as security forces directed traffic and helicopters hovered overhead. Some of the faithful carved out seats on the craggy hillside, carrying umbrellas to protect themselves from the sun. Others filled nearby roads, with temperatures approaching 40 degrees Celsius (104 Fahrenheit). Men and women from nearly every country in the world gathered side by side, some crying on their neighbor s shoulder. An elderly Syrian pilgrim sitting on the hilltop shouted out,  Oh God, take revenge on the oppressors . Others assembled around him responded,  Amen . Awfa Nejm, from a village near Homs, said:  We ask God to protect Syria and its people and return it to the way it was before.  Twenty-seven-year-old Amin Mohammed from Nigeria said he was praying for peace in his country. Saudi Arabia said more than 2.3 million pilgrims, most of them from outside Saudi Arabia, had arrived for the five-day ritual, a religious duty once in a lifetime for every able-bodied Muslim who can afford the journey. Sheikh Saad al-Shathri, a senior Saudi cleric, delivered a midday sermon denouncing terrorism and violence against civilians.  Sharia came to preserve the security of nations and cultivate benevolence in (people s) hearts,  he said, referring to the Islamic legal and moral code derived from the teachings of the Koran and the traditions of the Prophet. He urged pilgrims to set aside politics during the haj and come together with fellow Muslims.  This is no place for partisan slogans or sectarian movements which have resulted in great massacres and the displacement of millions,  he said. Still, violence in the Middle East, including wars in Syria, Iraq, Yemen and Libya, and other global hotspots are sure to be on the minds of many pilgrims. As the sun set, they began moving to the rocky plain of Muzdalifa to gather pebbles to throw at stone columns symbolizing the devil at another location called Jamarat on Friday, which marks the first day of Eid al-Adha (feast of sacrifice). A crush in 2015 which killed hundreds occurred when two large groups of pilgrims arrived together at a crossroads in Mina, a few kilometers east of Mecca, on their way to Jamarat. It was the worst disaster to strike haj for at least 25 years. Saudi Arabia stakes its reputation on its guardianship of Islam s holiest sites - Mecca and Medina - and organizing the pilgrimage. King Salman visited Mina to review the services offered to pilgrims, state media showed. Officials say they have taken all necessary precautions this year, with more than 100,000 members of the security forces and 30,000 health workers on hand to maintain safety and provide first aid. Saudi state television on Thursday morning showed a new kiswa, the cloth embroidered with verses from the Koran, being placed over the Kaaba in Mecca s Grand Mosque. Pilgrims will return to pray there at the end of haj. Abdelhadi Abu Gharib, a young Egyptian pilgrim, prayed in Muzdalifa before collecting stones for Friday s ritual.  The scene today in Arafat confirms that Muslims are not terrorists and that Islam is the greatest religion,  he said.  God has blessed us with Islam.  For a graphic on the haj journey, click: here For a graphic on the haj stampedes, click: here ",worldnews,"August 31, 2017 ",0
Senators say Republican consensus is no vote on Obama court nominee,"WASHINGTON (Reuters) - Key senators said on Tuesday that Republican lawmakers on the Senate Judiciary Committee believe the panel should have no hearings or vote on any nominee by President Barack Obama to fill the seat vacated by the death of Justice Antonin Scalia. “That’s the consensus view ... No hearing, no vote,” Senator Lindsey Graham told reporters as he left a meeting of Senate Judiciary Committee Republicans in the office of Senate Majority Leader Mitch McConnell. Republicans dominate the Senate panel. Senator John Cornyn, the second-ranking Republican, was discussing the “right path forward” to take on the Obama nomination. Asked whether the right path was to not have Judiciary Committee hearings, Cornyn responded, “Correct.” ",politicsNews,"February 23, 2016 ",0
 President Obama Reveals What Clinton’s Private Email Server Did To National Security (VIDEO),"Hate to disappoint the naysayers of Hillary Clinton who would love for her to be tossed out of the presidential election, but the short answer for what her private server did to the nation is   nothing. Scandalous, right?While appearing on Fox News Sunday ,President Obama told Chris Wallace that while not a good idea, when it comes down to if national security was ever at risk in regards to then Secretary of State Clinton s private email server, there was never any risk.He also stated: I also think it is important to keep this in perspective. This is somebody who has served her country for four years as Secretary of State, and did an outstanding job. He also said: There s carelessness in terms of managing emails, that she has owned, and she recognizes. Clinton certainly has owned up to the carelessness of her private server on several occasions between countless interviews and debates, and insists that she will be cleared of any and all alleged wrongdoing.Obama also made a special point of saying,  I guarantee that there is no political influence in any investigation conducted by the Justice Department, or the FBI, not just in this case, but in any case,  because many on the right have already been implying that Clinton is somehow receiving special treatment, which is simply just not the case. The president said: Nobody is above the law. How many times do I have to say it? Republicans and those opposing Hillary are holding tight to the verrrrrry slim possibility that she will somehow be indicted for having a private server and emails that changed classification status after the fact.According to HuffPo: The State Department said this month it has suspended plans for an internal review of whether classified information was properly handled in Clinton s emails at the request of the FBI. The department, complying with a judge s order, has released more than 52,000 emails from Clinton s private server. Clinton, quite literally, is complying with everything that is being asked of her, and she alongside the president seem pretty damn confident that she will be vindicated. Which will likely be exactly what happens. Featured image via video screen capture",News,"April 10, 2016",1
CLIMATE SCAMMER AL GORE Utterly Embarrassed…Can’t Explain Why Sea Levels Aren’t Rising,"Climate grifter Al Gore is confronted about global warming and sea levels in this classic video where he just can t explain himself.  One of the challenges is taking what the scientists say and believing    Al GoreOUR LATEST ON AL GORE: NASA S NEW CLIMATE DATA Exposes Al Gore s Lies: The Timing of his New Movie Couldn t be More InconvenientAl Gore has become very wealthy from his invention of global warming and the creation of An Inconvenient Truth, a documentary which has been included in the science curricula of schools throughout the United States. However, the more real climate data we see, the more obvious the hoax becomes.This data couldn t come at a worse time for Al Gore, as his sequel to An Inconvenient Truth, released on July 28, got panned by critics.A.V. Club called An Inconvenient Truth  Less a movie than a glorified PowerPoint presentation .A new study from NASA confirms sea levels are falling   not rising.iceagenow.info reports: NASA satellite sea level observations for the past 24 years show that   on average   sea levels have been rising 3.4 millimeters per year. That s 0.134 inches, about the thickness of a dime and a nickel stacked together, per year. As I said, that s the average. But when you focus in on 2016 and 2017, you get a different picture.Sea levels fell in 2016, and with all of this winter s record-breaking snowfall, I wouldn t be surprised if they decline again this year.I clicked and zoomed on the above chart as NASA suggested, and obtained a close-up screen shot of sea levels from Jan 2016 to March 2017. This clearly shows the decline.Al Gore has falsely predicted that sea levels would rise by 20 feet, with some of the world s largest cities underwater.World Tribune reports: Although the UN s Intergovernmental Panel on Climate Change (IPCC) only predicts a sea level rise of 59cm (17 inches) by 2100, Al Gore in his Oscar-winning film An Inconvenient Truth went much further, talking of 20 feet, and showing computer graphics of cities such as Shanghai and San Francisco half under water, Booker noted. We all know the graphic showing central London in similar plight. As for tiny island nations such as the Maldives and Tuvalu, as Prince Charles likes to tell us and the Archbishop of Canterbury was again parroting last week, they are due to vanish. All of the talk about the sea rising  is nothing but a colossal scare story,  Booker said, citing Swedish geologist and physicist Nils-Axel Morner, formerly chairman of the INQUA International Commission on Sea Level Change, who  for 35 years has been using every known scientific method to study sea levels all over the globe. Despite fluctuations down as well as up,  the sea is not rising,  Morner says.  It hasn t risen in 50 years.  If there is any rise this century it will  not be more than 10cm (four inches), with an uncertainty of plus or minus 10cm . And quite apart from examining the hard evidence, he says, the elementary laws of physics (latent heat needed to melt ice) tell us that  the apocalypse conjured up by Al Gore and Co. could not possibly come about.   Gateway Pundit",left-news,"Aug 6, 2017",1
U.S. Representative Levin says he will not run for reelection,"WASHINGTON (Reuters) - U.S. Representative Sander Levin of Michigan said on Saturday he would not run for reelection next year, stepping down after more than three decades in Congress. The 86-year-old Democrat is a member of the House of Representatives’ powerful Ways and Means committee, which deals with tax and economic policies as well as spending on programs such as Social Security and unemployment. House Democratic leader Nancy Pelosi praised Levin in a statement acknowledging his decision to step down.  “Since his days as a student activist, Congressman Levin has been a fearless and dedicated voice for justice and progress,” Pelosi said. ",politicsNews,"December 2, 2017 ",0
 The IRS Already Commented On Trump’s Tax Returns And Even They Call Him A Liar (VIDEO),"Donald Trump s tax return: we ve heard about little else over the last few days. Voters are asking for them. Mitt Romney is asking for them. Trump initially told us that he wouldn t provide his taxes because the IRS is auditing them. Well, the IRS weighed in on that issue a couple of months ago, and they didn t mince words.IRS Chief John Koskinen explained in an interview with C-SPAN,  The taxpayer controls his returns. There s nothing in an IRS audit process generally that would keep you from sharing that information generally, any way you wanted to. Koskinen further stated,  It would be rare for someone to be audited every year,  and that someone would not undergo another audit for a few years,  two or three at least,  after IRS audit the previous year. It would be rare,  Koskinen stated.Source: Greenville GazetteHere s the video:Even that hasn t stopped Trump from sticking to his audit story.In interview I told @AP that my taxes are under routine audit and I would release my tax returns when audit is complete, not after election!  Donald J. Trump (@realDonaldTrump) May 11, 2016On Friday, though, his words were harsher, telling George Stephanopolous that it s  none of (his) business. Aside from his supporters, few people are buying the audit story. Some are speculating that he might be a lot less wealthy than he says. Romney speculates that there might be something a lot more nefarious, like mob connections.There s also another possibility, and frankly, it could be a combination of everything: Trump is simply pandering to his voters. Angry white men hate the IRS. The love paved roads and wars and many other things our tax money gives us, but they resent the fact that a percentage of their paychecks are going to the common good. As a matter of fact, Trump was one of the only candidates who didn t say he wanted to abolish the IRS altogether.There s a good reason for that kind of rhetoric. Polls show that among Republicans, especially Tea Party Republicans, only 15 percent view the IRS in a favorable light, while 62 percent of Democrats do. What could possibly be a better tactic than turning yourself into a victim of the evil feds? For Trump voters, nothing.Featured image by Scott Olson at Getty Images. ",News,"May 13, 2016",1
 TN Lawmakers Got Big Money To Approve 279 Percent Interest Rate Loans (VIDEO),"In 2014, Tennessee lawmakers passed a bill which legalized an entirely new type of loan in the state, often referred to as a Flex loan. These loans have an annual interest rate of 279 percent.According to WTVF, the Flex loan is the brainchild of the payday loan industry. The bill, which allows payday lenders to push these predatory loans in Tennessee, was introduced just as the U.S. Congress was talking about cracking down on traditional payday loans.The Flexible Credit Act, which created the loans and legalized an interest rate of 279 percent, was sponsored by republican State Representative Cameron Sexton.It passed with bipartisan support in both houses.An investigation by WTVF revealed that, just before and just after the bill was passed, at least $400,000 was funnelled to state lawmakers from payday lending companies.The only person to testify regarding the bill was a lobbyist from the payday loan industry.Only one lawmaker, democratic Representative Mike Stewart, questioned the legislation as it made its way through the assembly.Video shows that Representative Stewart, who voted against the legislation, initially asked Sexton about the bill. Do we have any idea as we re passing this bill today, which is creating an entirely new financial product, what it s going to cost the average guy on the street? When Sexton did not have an immediate answer, Stewart continued to press him on the issue. Well what is the APR?  he asked.  I m sure we know it. What is it? What is the answer? What is it? Sexton finally replied, saying,  The highest interest rate that could be charged is 24%. Sexton s answer was deceptive. While Flex loans have a 24 percent annual interest rate, there is an additional interest rate of .7 percent, which is charged to the consumer every single day, throughout the life of the loan.Veteran Joshua Hause had two existing payday loans in Tennessee, before the Flex loans were legalized. His total debt at the time was $925.As he explains here, he was forced to convert the two loans to a Flex loan. He now pays more than $2,000 a month on the $925 he originally borrowed, and his payments continue to grow larger every month.Hause is not alone. WTVF also talked to Tennessee resident Malia Andrews. I just about had a complete meltdown in the car,  Andrews recalled, describing the moment she realized it would take years to pay off her flex loan.She explained,  And only like $20 of my payment was going to the principal and the rest was, like $300, was going towards the interest rate. The single mother said that, if she d known how much the loan would end up costing her, she never would have taken it out. According to WTVF, the bill that legalized Flex loans in Tennessee never addressed the 279 percent APR.WTVF interviewed Sexton on February 17, 2016.NewsChannel 5 Investigates asked Sexton about the exchange on the House floor in 2014:  Why weren t you able to just say  this is what the APR is ? Sexton s response:  I don t think anybody was trying to dodge the question. What happens is you want to make sure the information he s provided is accurate. It gets better.NewsChannel 5 Investigates asked Sexton,  So you d have to do some real math to figure out its 279%. I don t know about real math, but it would take a little work to come up with 278%,  he replied. Watch the video below, courtesy of WTVF.Featured image via video screen capture from WTVF ",News,"February 23, 2016",1
Cameroon orders Anglophone region total lockdown for three days,"YAOUNDE (Reuters) - Cameroon authorities on Friday banned all gatherings of more than four people, ordered bus stations, eateries and shops to shut and forbade movement between divisions of its English-speaking region for three days to prevent planned protests. Anglophone Cameroonians plan to demonstrate on Oct. 1st, the day of their independence from Britain, over what they say is ill treatment and neglect by the predominantly Francophone government of President Paul Biya. The protests have become a lightening rod for opposition to Biya s 35-year rule. The last time there were big protests in the western region, the government responded by unplugging the internet, shooting dead six protesters and arrested hundreds of others, some of whom were charged with crimes that carry the death penalty.   Public gatherings and assembly of more than four persons shall be strictly forbidden. All off licenses, snack bars and night clubs shall not operate. Motor parks shall remain closed,  said the order signed by Adolphe Lele Lafrique, governor of the northwest region.  Any persons who attempt to violate this order shall be prosecuted,  it added. The draconian measures are likely to provoke further anger driving a movement that is fast morphing from a bid for equal rights into a full-fledged struggle for independence.  Cameroon s divide has its roots in the end of World War One, when the League of Nations divided the former German colony of Kamerun between the allied French and British victors. Thousands of Anglophone demonstrators took to the streets last Friday, some of them hoisting separatist flags. The government ordered its border with Nigeria closed this weekend. The Anglophone regions have strong ties to eastern Nigeria and authorities may fear that allowing the border to remain open during protests offers the demonstrators a rear base and makes it harder to maintain order. ",worldnews,"September 29, 2017 ",0
JUST IN: SUPREME COURT Rules On Trump Travel Ban,"Another winner for America and for President Trump! The Supreme Court ruled in favor of the travel ban! Guess who voted against it Justices Ruth Bader Ginsburg and Sonia Sotomayor said they would have left the lower court orders in place. Is anyone surprised by the two lefty judges? Not us!Fox News reports:Handing the White House a huge judicial victory, the U.S. Supreme Court on Monday ruled in favor of President Trump s travel ban affecting residents of six majority-Muslim countries.The justices said the policy can take full effect despite multiple legal challenges against it that haven t yet made their way through the court system.The ban applies to people from Syria, Chad, Iran, Libya, Somalia and Yemen.Lower courts had said people from those countries with a  bona fide  relationship with someone in the United States could not be prevented from entry.Grandparents and cousins were among the relatives courts said could not be excluded.The nine-member high court said in two one-page orders late Monday afternoon that lower court rulings that partly blocked the ban should be put on hold while appeals courts in Richmond, Va., and San Francisco take up the case.Liberal-leaning Justices Ruth Bader Ginsburg and Sonia Sotomayor said they would have left the lower court orders in place.Both courts are scheduled to hear arguments in those cases this week.Both courts are also dealing with the issue on an accelerated basis, and the Supreme Court noted it expects those courts to reach decisions  with appropriate dispatch. Quick resolution by appellate courts would allow the Supreme Court to hear and decide the issue this term, by the end of June.Trump s travel ban has been challenged in separate lawsuits by Hawaii and the American Civil Liberties Union. Both have argued the ban discriminates against Muslims and should not go into effect under immigration laws.",politics,"Dec 4, 2017",1
Ron Paul on Burns Oregon Standoff and Jury Nullification for the Hammond Family,"21st Century Wire says If you ve been following the protest and federal standoff outside of Burns, Oregon, you ll have seen 99% of the news coverage has been about the presence of  armed militia  and endless rumors of FBI  Waco Siege  plots   and not about the core legal issues surrounding the Hammond family.For more in-depth analysis on minimum sentencing laws, jury nullification and property rights, watch the following Liberty Report hosted by Congressman and former presidential candidate Ron Paul is joined by the executive director of the institute for peace and prosperity, Daniel McAdams, along with Jacob Sullum, senior editor from Reason.com  ",Middle-east,"January 21, 2016",1
THE VIDEO HILLARY CLINTON Does NOT Want You To See,Spread this EVERYWHERE! ,left-news,"Mar 9, 2016",1
Request to Halt Construction of DAPL Declined,"21st Century Wire says A request by Native American tribes seeking to halt the construction of the final link in the highly politicized and controversial Dakota Access Pipeline has been declined by a federal judge in Washington DC.The tribes at Standing Rock and Cheyenne River Sioux were not successful in claiming that the project will prevent them from conducting religious ceremonies at Oahe Lake but District Court Judge James Boasberg declined their request citing no imminent harm to the tribes  practices could be shown.As noted by RT and AP below, the project is headed up by Energy Transfer Partners, who s representatives argued that this halt in construction request over the issue of preventing tribes  religious ceremonies was  exceedingly tardy  and  not construction related.  The denial of this request is not coming as a surprise to many who are well aware that the DAPL project was more than 90% complete back when Obama signed a temporary hold on the project, which could have been largely a political move, leaving this issue for the Trump administration to handle. RTA federal judge in Washington, DC has dismissed a request by a group of Native American tribes seeking to stop construction of the final link of the controversial Dakota Access Pipeline.Standing Rock Sioux and Cheyenne River Sioux tribes claimed the project will prevent them from practicing religious ceremonies at Oahe Lake which they say is surrounded by sacred ground. District Court Judge James Boasberg stated there was no imminent harm to the tribes  religious practices as oil is not flowing through the pipeline yet.The ruling will allow Energy Transfer Partners, the company building the $3.8 billion, 1,170 mile pipeline, to finish the final 1,100ft (335m) connection under Lake Oahe in North Dakota, completing the project.The company s stock rose 0.3 percent after the announcement, according to Seeking Alpha.Boasberg will more thoroughly consider the request at a February 27 hearing, AP reported.The US Army Corp of Engineers filed documents favoring Energy Transfer Partners, having granted the final easement for DAPL last Tuesday. The Corps said that the tribes will have plenty of time to argue their case before the pipeline begins working, thus a work stoppage wasn t warranted.Energy Transfer Partners had argued that the tribes  argument that the work threatened their religion was  exceedingly tardy  and  not construction-related,  AP reported.The decision allows construction on DAPL to continue while the lawsuits against the project to proceed.Boasberg previously rejected a request by tribes to block the project in September. However, that ruling was superseded by the Obama administration s decision in December to delay construction, pending an environmental review.However, one of President Donald Trump s first acts in office was to sign a presidential memoranda ordering the removal of obstacles to the construction of both the Dakota Access Pipeline and the Keystone XL Continue this report at RTREAD MORE DAPL NEWS AT: 21st Century Wire DAPL FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",US_News,"February 13, 2017",1
Factbox: Catalonia crisis - What's next?,"MADRID (Reuters) - Catalonia s ousted leader Carles Puigdemont agreed on Tuesday to a snap election called by Spain s central government when it took control of the region to stop it breaking away, but he said the fight for independence would go on. Below are several scenarios of what could happen in the next few days. Puigdemont and his sacked cabinet have been ordered to testify before the Spanish High Court on Thursday and Friday after charges of rebellion, sedition and breach of trust were filed against them. Under Spain s legal system, a judge will then decide whether Puigdemont should go to jail pending a investigation that can sometimes take up to several years - and a potential trial. Puigdemont traveled to Brussels after the Catalan regional parliament issued a unilateral declaration of independence on Friday, and it was not immediately clear whether he would heed the call to appear before the court. He had said earlier on Tuesday he would return to Spain only when given unspecified  guarantees  by the Spanish government.  The same charges have been drawn up against the Catalan parliament s speaker, Carme Forcadell, and other senior lawmakers but, given they have parliamentary immunity, they will testify before the Supreme Court, which is in charge of handling cases relating to lawmakers or members of the government. Prosecutors have asked the courts to order Catalan secessionist leaders to deposit 6.2 million euros to cover potential liabilities but they have not sought preventive jail against them. This could change however if Puigdemont and his associates did not show up at the High Court as the judge could deem them to be a flight risk and jail them. It is not clear whether a snap regional election will resolve the crisis. Two recent opinion polls showed support for independence may have started to wane.  But an official regional survey published on Tuesday showed some 48.7 percent of Catalans believe the region should be independent, up from 41.1 pct in June and the highest since December 2014.  Based on 1,338 interviews, the Centre d Estudis d Opinio poll was the first survey released since the independence declaration though the bulk of it was taken before then, between Oct. 16 and Oct. 29. Other opinion polls have also shown Catalonia is almost evenly split between pro- and anti-independence supporters. One key thing to watch will be if pro-independence parties run on a joint ticket or on separate platforms. If they ran separately, they could find it more difficult to reach a parliamentary majority. They must say whether they intend to run together before Nov. 7 and then put forward their candidates by Nov. 18. Prime Minister Mariano Rajoy sacked Catalonia s government including Puigdemont and his deputy Oriol Junqueras and assumed direct control over the region. Central government ministries assumed the powers of the Catalan administration until a regional election takes place on Dec. 21. That unprecedented step was implemented smoothly and calls for civil disobedience were widely disregarded. ",worldnews,"October 31, 2017 ",0
 ‘Les Deplorables’: This Entrance Proves Donald Trump Has Officially Lost His Damn Mind (VIDEO),"At this point, it is well known that there is no limit to how low Donald Trump will sink. But Friday night, he walked onto the stage and proved that he has gone completely off the deep end, all without even opening his mouth.Remember his grand WWE style entrance at the Republican National Convention? Well, that wasn t sh*t compared to his entrance on Friday night at a rally in Miami. In a sick and twisted parody of Les Miserables, the GOP nominee walked onto the stage with  Do You Hear The People Sing?  blaring across the loudspeakers and this backdrop behind him:No, this is not a joke. No, this is not satire. Yes, this really happened. Yes, this is actually real life.Since Trump has decided to embrace the term  deplorable  as an accurate description himself and his supporters, let s take another look at just who was in Hillary Clinton s now notorious  basket of deplorables,  shall we? You know, just to be grossly generalist, you could put half of Trump s supporters into what I call the basket of deplorables. The racist, sexist, homophobic, xenophobic, Islamaphobic   you name it. And unfortunately there are people like that. And he has lifted them up,  Clinton said at a rally last week.Despite all the fake outrage from the right that Clinton would have the audacity to call them out for what they are,  deplorable,  Trump has now decided to go ahead and use this as another dog whistle to his white supremacist followers. I won t even take the time here to go into the irony of Trump using Les Miserables to bolster his campaign s bigoted message. Instead, I will just draw attention to the fact that Trump just walked on stage and proudly declared himself to be racist, sexist, homophobic, xenophobic, and Islamaphobic.And without a doubt, his racist, sexist, homophobic, xenophobic, Islamaphobic supporters are eating it up. Which also makes it very obvious that it isn t only Trump who has lost his damn mind.Watch Trump s entrance, here:Trump walks out to Les Miserables song with  Les Deplorables  sign behind him pic.twitter.com/8FGLKL3TU5  Nick Corasaniti (@NYTnickc) September 16, 2016Featured image via video screen capture",News,"September 17, 2016",1
EDUCATION SECRETARY BLOCKED And Harrassed Trying To Enter D.C. School [Video], ,politics,"Feb 10, 2017",1
WHY DID HARRY REID LIE ABOUT THE “ACCIDENT” He Had That Left Him Blind In One Eye?,"Dirty Harry must ve jarred something in his head that makes him unaware that he s lying in public. He used to be pretty good at hiding it Senate Minority Leader Harry Reid (D-NV) is changing the story about how he sustained those gruesome New Year s Day injuries that have left him blind in one eye.Previously, Reid claimed that an exercise band he was using  broke. I was doing exercises that I ve been doing for many years with those large rubber bands and one of them broke and spun me around and I crashed into these cabinets and injured my eye,  (emphasis added) Reid said at a press conference on January 22.(You can see the video of that press conference here.)But now, in an interview conducted by Fusion (a joint venture between ABC and Univision), excerpts of which have been released today, Reid tells Univision anchor Jorge Ramos that the exercise band  slipped,  rather than  broke. [T]he [elastic band] strap had no handle on it, slipped, spun me around, uh, about, oh I guess four feet (Reid points with his right hand to the wall of the interview room) and so I smashed my face into a cabinet,  Reid tells Ramos.Reid s latest version of the incident, as told to Ramos, differs from previous versions advanced by his team in another very significant way. Sources familiar with the incident said Reid was exercising in his bathroom, with the exercise band attached to the shower door,  Politico reported on January 22. (emphasis added)As Breitbart News reported previously, that version of the story, almost certainly told to Politico by Reid s staffers with his approval, is not credible.Now, however, Reid tells Ramos a different story. The exercise band was not attached to the shower door in his bathroom, Reid says, but was instead attached to  a big metal hook that came out from the wall  in an unspecified room in his new Nevada home.Here s a partial transcript of the excerpt of the interview released by Fusion:Ramos: You said recently that the accident had nothing to do with your decision to retire.However, we are seeing the consequences of what happened.What really happened?Was it really with an elastic band?Reid: Yeah, I had a big, that thick (Reid gestures with his hands), that I had been using for about four years and I was, you know, trying to maintain my, uh, firmness, and, uh, that was my weight training. I was doing that in my new home here in Nevada and a big metal hook that came out from the wall that was hooked there that the strap had no handle on it, slipped, spun me around, uh, about, oh I guess four feet (Reid points with his right hand to the wall of the interview room) and so I smashed my face into a cabinet so hard that uh Ramos: It looked like somebody had hit you.Reid: I am so fortunate that, um, it wasn t over just a fraction of this way and hit me in the temple.Ramos: How s your eye?Reid: I am sightless in my right eye.Watch the full video of the excerpts of the Fusion interview here:Ramos then switched gears and asked Reid about  the most difficult moments of [his] 28 years in the Senate. Ramos failed to ask some key follow up questions about Reid s New Year s Day injury incident.For instance, Ramos failed to ask Reid if the accident took place in his bathroom, as Reid s office had previously claimed. According to Reid s latest version of the story, we do not know in which room of his house he now claims he sustained these injuries.Breitbart News has asked Senator Reid s office, which has carefully controlled the release of information about his New Year s Day injuries, to comment on his changed version of the story of his New Year s Day injuries, but has received no reply.Via: Breitbart News",politics,"Apr 9, 2015",1
DISCOVERED: FORMER PAKISTANI-BORN MUSLIM IT AIDE Under Investigation By FBI For Stealing Data From Congress Has ACTIVE House Email Account TIED TO MUSLIM US Rep André Carson,"A former IT aide suspected of stealing equipment and data from Congress still has an active, secret email account on the House computer system, even though he has been banned from the congressional network because of a criminal investigation into the alleged cybersecurity violations, The Daily Caller News Foundation Investigative Group has learned.Imran Awan s still-active email address is linked to the name of a House staffer who specializes in intelligence and homeland security matters for Indiana Democratic Rep. Andr  Carson. Court documents and emails obtained by TheDCNF show Awan used the address 123@mail.house.gov in addition to his standard imran.awan@mail.house.gov account.He and two of his Pakistani-born brothers, as well as his wife, are at the center of an FBI investigation over their IT work with dozens of Democratic congressional offices. Authorities shut down Awan s standard email account Feb. 2, and he was arrested by the FBI at Dulles International Airport trying to board a flight to his native Pakistan on July 25.Authorities apparently did not realize Awan has a second account that is not linked to his identity. While his main email address began rejecting mail after it was shut down, the 123 address was still accepting mail Tuesday.Mail sent via Gmail fills in the name of the account-holder of 123 as Nathan Bennett, whose LinkedIn profile says his individual legislative portfolio covers  national security and foreign affairs  and includes work on the House Permanent Select Committee on Intelligence.The member Bennett works for, Andre Carson is a member of both the House Intelligence and House Homeland Security Committees, and previously employed Awan.Carson is ranking member of the House intelligence subcommittee on emerging threats, which oversees the Office of the Director of National Intelligence. The subcommittee oversight extends to the National Counterterrorism Center and information-sharing programs. For entire story: Daily Caller So who is US Rep. Andre Carson, and why should we be concerned about the Pakistani born Muslim IT Aide hired by the former DNC Chair Debbie Wasserman-Schultz? Andre Carson is one of only two Muslims serving in Congress. The other is Rep. Keith Ellison, D-Minn., who became the first Muslim elected to Congress in 2006. Andre Carson has openly stated that American schools should be modeled after Islamic Madrassas. America will never tap into educational innovation and ingenuity without looking at the model that we have in our madrassas, in our schools, where innovation is encouraged, where the foundation is the Quran. And that model that we are pushing in some of our schools meets the multiple needs of students. Watch at the 6:25 mark:Shoebat- The next time the American people are told by a U.S. member of Congress that they can t know something because it is  classified  or  still under investigation , they should point their collective finger directly at one man   Andre Carson. The reason is that Carson is not just one of the only two Muslim members of Congress; he is now a member of the House Permanent Select Committee on Intelligence (HPSCI), appointed by House Minority leader Nancy Pelosi (D-CA).If ever there was a committee that has been able to hide behind the claim that it can t answer a question because that answer would reveal classified information, HPSCI is such a committee.The problem isn t solely that Carson is a Muslim. It s also that he s accepted contributions from the Council on American-Islamic Relations (CAIR) and is tied to other Muslim Brotherhood front groups. CAIR was an unindicted co-conspirator in the Holy Land Foundation (HLF) trial, which actually represents an additional problem. That problem is that it reveals another extremely fundamental flaw in the Bill Clinton strategy of treating acts of terrorism as criminal acts instead of as acts of war. ",left-news,"Aug 30, 2017",1
"Turkey, France and Italy to strengthen cooperation on missile defense: sources","ISTANBUL (Reuters) - Turkey signed a letter of intent with France and Italy on Wednesday to strengthen cooperation on joint defense projects including air and missile defense systems, Turkish defense ministry sources said.  As a first step, the Franco-Italian EUROSAM consortium and Turkish companies will look into a system based on the SAMP-T missile system produced by EUROSAM and determine the common needs of the three countries, the sources said. NATO member Turkey says it plans to buy Russian S-400 surface-to-air missiles, a decision which has been seen in some Western capitals as a snub to the alliance, given tensions with Moscow over Ukraine and Syria. The Russian deal also raises concern because the weapons cannot be integrated into NATO defense.  That deal has not been consummated. There are no S-400s in Turkey as we speak,  U.S. Air Force General Tod Walters, head of NATO Allied Air Command, told Reuters in Berlin. He said he would continue to press Turkish air force officials to buy weapons that could work together with NATO systems, which the S-400 could not.  We obviously have systems in the region now that possess that capability and demonstrate a high, high degree of interoperability,  Wolters said.  Raytheon, which builds the Patriot missile defense system, had also put in offer before Turkey chose the S-400. Turkey has continued talks with the EUROSAM consortium, which came in second in the tender. NATO Secretary-General Jens Stoltenberg last month said Turkish President Tayyip Erdogan had told him that Ankara was discussing buying air defense systems from France and Italy in addition to the S-400s. The defense ministry sources said Turkey, France and Italy would strengthen cooperation on joint production of military electronic systems, software and simulation systems and warfare equipments, as well as air and missile defense systems. The letter of intent was signed in Brussels, where Turkey s Defence Minister Nurettin Canikli was attending a meeting of NATO defense ministers. ",worldnews,"November 8, 2017 ",0
