title,text,subject,date,label
" Trump Just SHUT DOWN ALL Of The Department Of The Interior’s Twitter Accounts, Because Reasons","The Department of the Interior has a Twitter account just like pretty much everyone else these days, including government agencies. But it seems that those agencies aren t immune to censorship from our dear, sweet, thin-skinned, narcissistic Cheeto-in-Chief. The Department of the Interior was ordered to shut down its Twitter accounts Friday evening after the National Park Service had the gall to post two, ahem, unflattering tweets.The first has been flying around social media, and has to do with Trump s pathetically dismal crowds, particularly in comparison to Obama s crowds for both of his inaugurations:The second tweet made note of gaps in policy on the new White House website, including scrubbing the site of anything having to do with civil rights, LGBTQ rights, climate change and the ACA.Apparently, it was a Park Service employee who retweeted these things, and either Trump himself couldn t handle it and wanted to show them who s really boss now, or the Dept. of the Interior is afraid enough of Trump to not only delete those two tweets, but comply with an order to shut down their entire Twitter presence. The Washington Post got hold of the email with that order: All bureaus and the department have been directed by incoming administration to shut down Twitter platforms immediately until further notice. It would actually be understandable for them to delete the offending tweets and reprimand, reassign, or even fire the employee responsible. But to have to shut down their entire Twitter presence because of two goddamn tweets from one agency?Welcome to Trump s America.The department has dozens of official Twitter accounts across ten agencies, but that email was described as an  urgent directive  with which they had to comply.An official with knowledge of the incident sounds a bit like he s been cowed:A government official familiar with the stand-down said the agency is investigating whether the retweets were purposeful,  errant  or  whether we ve been hacked. They were not reflective of Park Service policy,  said the official, who requested anonymity because of the sensitive nature of the directive. The stand-down was  precautionary  until the agency completes a review of its Twitter accounts, the official said.This is terrifying. This is dictatorial behavior, not the behavior of an incoming president who believes in democracy.Featured image by Alex Wong via Getty Images",News,"January 21, 2017",1
U.S. companies sign billions in deals with Vietnam,"WASHINGTON/SEATTLE (Reuters) - U.S. companies signed business deals with Vietnam worth over $8 billion on Wednesday, including power projects and jet engines from General Electric Co (GE.N) and diesel generator technology from Caterpillar (CAT.N), the Commerce Department said. The 13 deals were announced as Vietnamese Prime Minister Nguyen Xuan Phuc met with U.S. President Donald Trump as part of a three-day, trade-focused trip to the United States. U.S. Commerce Secretary Wilbur Ross, who has pledged to shrink U.S. trade deficits, said the transactions would include $3.4 billion in U.S. produced content that would support 23,000 jobs. But the Trump administration still wants more work from Vietnam to bring down a rapidly growing $32 billion trade surplus with the United States, said Murray Hiebert, a Southeast Asia expert at the Center for Strategic and International Studies in Washington. “I heard from U.S. officials ahead of the trip that just signing deals with U.S. companies was nice but not enough,” Hiebert said. GE said on Wednesday it had signed deals in Vietnam worth about $5.58 billion for power generation, aircraft engines and services, its largest single combined sale with the country in GE’s history. GE’s agreement with Vietjet Aviation JSC VJC.HM includes 20 jet engines made by CFM International, a joint venture of GE and Safran SA (SAF.PA) of France. It also includes a 12-year engine service contract for 215 LEAP-1B engines on 100 Boeing 737 MAX aircraft that Vietjet has ordered, GE said. GE’s power unit signed a memorandum of understanding to build two 750-megawatt gas fired turbine power plants in conjunction with state energy group PetroVietnam, using the Blue Whale gas field. GE also signed a joint development agreement to erect an 800-megawatt wind power facility. Partners in the agreement are Phu Cuong Group and International Mainstream Renewable Power, GE said. Honeywell (HON.N) also signed a $100 million deal to supply VietJet with 98 auxiliary power units for the airline’s new fleet of Airbus (AIR.PA) A320 aircraft, including maintenance for 12 years. Caterpillar and its dealer in Vietnam, Phu Thai Cat, agreed to provide generator management technology for more than 100 generators in Vietnam, the company said. The technology would allow for remote function monitoring including fuel, temperature and pressure. The value of the Caterpillar deal was not disclosed. Hilton Worldwide (HLT.N) signed a deal worth $650 million to manage a 610-room dual-branded hotel in Vietnam, while port security firm Passport Systems Inc signed a deal worth $1 billion, with $420 million in U.S. content, Commerce said.     ",politicsNews,"May 31, 2017 ",0
Vietnam's Facebook dissidents test the limits of Communist state,"HANOI (Reuters) -  This isn t like China,  says Vietnamese activist  Anh Chi  at a noisy bar off one of the narrow streets of Hanoi s Old Quarter.  They can t shut Facebook down here.  His 40,000 Facebook followers make him one of Vietnam s better-known critics, but by no means the biggest in a Communist state whose attempts to crack down on dissidents have collided with the rapidly expanding reach of foreign-owned social media. Vietnam s President Tran Dai Quang this month called for unspecified tougher internet controls in the face of  hostile forces  that he said threatened not only cybersecurity but also  undermined the prestige of the leaders of the party and the state . But taming the internet in a young, fast-growing country is not easy, especially when the companies providing the platform are global. China, in contrast, allows only local internet companies operating under strict rules. Vietnam is among Facebook s top 10 countries, by number of members. It now reports more than 52 million active accounts to advertisers, according to research provided to Reuters by social media agencies We Are Social and Hootsuite. Google s YouTube and Twitter are popular too. As elsewhere in Southeast Asia, social media underpins business and communications as well as government critics. Some dissidents posting on social media have been caught in a major crackdown that has followed changes in the ruling party hierarchy. At least 15 people have been arrested this year. High profile bloggers Nguyen Ngoc Nhu Quynh, known as  Mother Mushroom , and Tran Thi Nga have been jailed for 10 and nine years respectively. Government critics also complain of beatings by unidentified assailants and intimidation. But dozens of activists still post critical comment every day. Several have more than 100,000 followers and at least one has over 400,000 - more than double that for the government s own Facebook page and nearly a 10th the size of the Communist Party s national membership.  We use any chance we have to raise our voice: environmental issues, territorial issues, land issues,  said  Anh Chi , 43, a Vietnamese teacher, translator and publisher whose real name is Nguyen Chi Tuyen. Vietnam tried to pressure Facebook (FB.O) and Google (GOOGL.O) to take down thousands items of anti-government content in March by leaning on advertisers, but the continued prevalence suggests limited success. One reason it is hard to take tougher action is business: From brewers to insurers to the makers of the motorbikes buzzing Vietnam s streets, social media is a key marketing route to young and increasingly affluent consumers in an economy growing at more than 6 percent a year, one of the fastest rates in Asia. For small businesses it is crucial: One new silk flower shop in Hanoi told Reuters 95 percent of customers found it through Facebook or Instagram.  You ve got kids that are building businesses on these platforms and generating significant success,  said Simon Kemp, founder of the Kepios marketing consultancy. While it accounts for only a tiny part of Facebook or Google parent Alphabet s revenue, Vietnam is a hot target for global consumer brands. Asia-Pacific was Facebook s fastest growing region by revenue last year, up nearly 60 percent. Tighter Internet controls could dampen innovation and impact the growth of Vietnam s digital economy and its competitiveness, said Jeff Paine, managing director of the Asia Internet Coalition, whose members include Facebook, Google and Twitter. Facebook did not respond to a request for comment. Google declined to comment. Vietnam s foreign ministry spokeswoman Le Thi Thu Hang told Reuters the government was an advocate of the internet but tried to minimize  behaviors that harm users and illegal acts such as inciting violence and a depraved lifestyle . China blocked Facebook in 2009 and only local sites such as WeChat and Weibo are permitted, operating under laws that ban content that is obscene, violent or offends the Communist Party.  China has had remarkable success controlling discussion,  said David Bandurski, co-director of the China Media Project and a fellow of the Robert Bosch Academy in Berlin. Tools include keyword filtering by the local internet companies and the close monitoring of big networks, he said. Even so, China has said it is investigating its top social media sites for failing to comply with its laws. Facebook has been blocked in Vietnam occasionally - sometimes at sensitive moments - but never for long.  Vietnamese authorities have tried for years and so far failed to stop independent journalists and bloggers from using the internet,  said Shawn Crispin, Southeast Asia representative of the Committee to Protect Journalists.  It s a losing battle.  That does not stop activists being targeted for arrest. Activist Pham Doan Trang noted on Facebook that some campaigners appeared to have withdrawn from the scene in the face of the crackdown, but said she would not be discouraged.  Freedom has a very funny rule,  she told Reuters  Once people know the limit of freedom they will never go back.  ",worldnews,"August 29, 2017 ",0
 WATCH: Trump Loves The GOP Healthcare Bill But Kellyanne Conway Doesn’t Want His Name On It,"If Trump isn t willing to attach his name to something, you know it must really be bad no matter how  wonderful  he says it is.On Monday, House Republicans passed what they dubiously refer to as the  American Healthcare Act,  which repeals the Affordable Care Act.The bill would strip healthcare from millions of Americans, including the millions who were able to access Medicaid coverage. The bill also defunds Planned Parenthood and sticks senior citizens with higher costs among a litany of other things that screw over the American people.On Tuesday, Donald Trump praised the bill on Twitter.Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster   is imploding fast!  Donald J. Trump (@realDonaldTrump) March 7, 2017Of course, the only reason why the Affordable Care Act is  imploding  is because Trump and Republicans have been sabotaging it.But as  wonderful  as Trump says the  Make America Sick Again  bill is, his propaganda minister Kellyanne Conway is desperate to make sure Trump s name is not attached to it.After being asked by Fox News host Bill Hemmer if it would be okay to call the bill  Trumpcare,  Conway was quick to reply that Trump s name should not be associated with it in such a way. It s the American Health Care Act, and I think it s aptly named that for this reason,  Conway said.  It wants to cover, it wants everyone to have access to coverage, and that is something that didn t happen under Obamacare  I ll call it Trumpcare if you want to, but I didn t hear President Trump say to any of us,  I want my name on that.  It s not about branding according to someone s name. This is serious business. Here s the video via YouTube:Gee, that didn t stop Republicans from branding the Affordable Care Act as  Obamacare,  even though the landmark healthcare law was  aptly named  because it actually made healthcare more accessible and affordable for millions of Americans.Trump s  American Healthcare Act  only strips millions of Americans of their healthcare coverage. It does nothing to give coverage to everyone. If Trump wants to cover all Americans he would push for universal healthcare, not a bill that takes healthcare away from millions, including people who voted for him.The real reason why Conway doesn t want Trump s name on the bill is because it s a bad bill that will harm a lot of people. In fact, it will likely lead to the deaths of many Americans.Trump and his Republican sycophants don t give a shit about all the people they are going to hurt by repealing the Affordable Care Act. Ad they certainly do not care about this country and its future. They only care about themselves.Featured image via screenshot",News,"March 8, 2017",1
" After Charlottesville GOP Asks Supporters How Trump Is Doing: Great, Good, Or Just Okay?","Donald Trump has a massive ego, so much so that he s claimed several times that he won the popular vote (he didn t win the popular vote). The former reality show star is seven months into the job and he s still in campaign mode, holding ego-rallies while bringing up  Crooked  Hillary Clinton on Twitter in order to deflect from his scandal-plagued administration. But Trump s failure to directly blame the Nazis who stormed the streets of Charlottesville, Virginia in his name while carrying torches and shouting  Blood and soil,  a Nazi Germany era slogan and  Jews will not replace us!  has resulted in a backlash of epic proportions. The Alt-Righters are his people and instead of denouncing them for the murder of a Heather Heyer, 32, while leaving 19 others injured, he blamed  both sides. That said, the GOP gives three options in their latest poll which is titled,  Official Presidential Job Performance Poll. How would you rate President Trump s job performance so far?  the  poll  asks.Your choices are:Great.Good.Okay.Other.We re not saying that you should take the poll (you should take the poll) but that  other  option is screaming for attention. According to the latest Gallup poll, Trump s approval rating is at a dismal 34 percent. If it gets much lower, he ll be in Nixon territory and Mr. Watergate, unlike Trump, started his presidency with strong approval ratings. By the end of his presidency, Nixon s approval rating had tumbled to 24 percent. Now, Nixon may not have had support from Nazis but he did have Roger Stone.Trump s approval ratings are worse than Bill Clinton s were at the height of the proceedings to impeach him because he was the recipient of an adulterous blow job. The Trump campaign s collusion with Russia scandal is rocking the White House but Robert Mueller is all over that. Because Trump can t control his own temper, he lashed out at the media while blaming the victims of a terror attack perpetrated by one of his own followers so we re going to link to the totally  official  poll again.Photo by Andrew Harrer-Pool/Getty Images.",News,"August 19, 2017",1
"US-Saudi Plan: Let 9,000 ISIS Fighters Walk Free from Mosul – to Fight in Syria"," Patrick Henningsen 21st Century WireJudging by both the words, and deeds of the Obama White House and its political  diplomatic  appointees led by perfidious John Kerry and caustic Samantha Power   all evidence to date points to the US wanting to escalate its war on Syria   while happily baiting a military confrontation, and World War  scenario with Russia and its allies in the process. If this latest leak is indeed true   and time will certainly tell whether or not it is, it would constitute one of the most egregious violations of both US and international law   by the United States government and its theocratic dictator partner in Saudi Arabia.Washington s own anti-terror legislation expressly forbids colluding to provide logistical or material support for terrorist groups, and this US-Saudi venture would be the latest in a long list of violations  According to news released today (see report below), US President Barack Obama has been briefed that the operation to liberate the ISIS stronghold in Mosul in Iraq is scheduled for the second half of October. Here s what makes this a potential shocker: the operation allows for safe passage for 9,000 ISIS fighters on the proviso that they are transferred from Iraq to eastern Syria in order to help US plans for  regime change  there. At the time of the assault, coalition aircraft would strike only on a pre-agreed detached buildings in the city, which are empty, the source said. According to him [the source], the plan of Washington and Riyadh also provides that the rebels move from Mosul to Syria for the attack on the government-controlled town of troops. Essentially, Washington and Saudi Arabia, will allow 9,000 ISIS (Islamic State) fighter FREE passage into Syria if they agree to join Washington s  regime change  operations there. This could also include,   eastern regions of Syria to follow a major offensive operation, which involves the capture of Deir ez-Zor and Palmyra,  the source added.Before you write this story off as some ornate Russian psychological operation, consider the long trend arch. The US along with its generous Gulf sidekicks, have already established a solid track record of aiding and abetting ISIS   not just in Syria, but in Iraq too.The record shows that the US is guilty on a number of counts If the Mosul leak is true, then it wouldn t be the first time that the US has provided cover in the military pantomime the world has come to know as  the fight against ISIS.  When large ISIS convoys crossed the Syrian desert to invade and occupy the ancient Syrian city of Palmyra in May 2015, the US  Coalition  airforce did nothing, and allowed ISIS to take and destroy part of the world s great historic cultural heritage, along with the murder of scores of innocent civilians.Professor Tim Anderson from Sydney University states: U.S. weapons with Israeli ammunition were used by Islamic State group when taking over Palmyra. The extremists also had U.S. military rations. The U.S., which since 2014 claimed to be conducting a war against ISIS in Iraq and Syria, and which had air power and sophisticated surveillance of the region, did nothing to stop the huge ISIS advance on Palmyra. The US isn t even shy about its laissez-faire policy with ISIS in the field, with the New York Times openly boasting,  Any airstrikes against Islamic State militants in and around Palmyra would probably benefit the forces of President Bashar al-Assad. So far, United States-led airstrikes in Syria have largely focused on areas far outside government control, to avoid the perception of aiding a leader whose ouster President Obama has called for. Following the derelict incident, New York Times reporters Hwaida Saad and Kareem Fahim, were still kicking and screaming for  regime change like petulant children at the news of ISIS fleeing and Palmyra being liberated by the Syrian Army and Russians. They said that,  Mr. Assad s contention that his government is a bulwark against the transnational extremist group  has been bolstered, but added that  his foes and some allies argue that he must leave power as part of a political settlement to end the war in Syria. In other words:  we still want regime change!  This says volumes about who is really enforcing New York Times editorial lines (either the US State Dept, or the CIA, take your pick).More importantly however, is what kind of message an US statement like that sends to ISIS, as well as Al Nusra and other terrorist brigades inside Syria, which is basically,  we do not need to worry about US air strikes, only Syrian Army and Russian strikes.  This situation really sums up the utter fraud and contempt of the US deception in Syria, and it s no surprise that the Russian Foreign Ministry are reticent to extend themselves any more where the US is concerned.Then, in March 2016, when ISIS fled Palmyra, back across the desert towards Deir ez-Zor and Raqqa   the great and powerful US  Coalition  airforce actually helped ISIS in a number of ways, including allowing them free passage once more.In late August, we were told that the Turkish Army, alongside  allied Syrian rebels  (terrorist group Faylaq al-Sham) backed by the US air cover, invaded Syria in order to capture the  ISIS-held  town of Jarabulus, Syria, this supposedly to cut off ISIS s last open route into Turkey. But what happened to ISIS?The NYT even admitted that,  it appeared that most of the militants had fled without a fight. Here, ISIS appears to have been given advanced warning   by either US or Turkish intelligence, as they left the contested town of Jarabulus quietly, but in droves. In reality, Turkey twisted this operation in order to attack and degrade Kurdish militias including the US-backed artificial construct called the Syrian Democratic Forces (SDF), and pro-Kurdish People s Protection Units (YPG) and Kurdish Democratic Union Party (PYD), the Syrian affiliate of the militant Kurdistan Workers  Party (PKK) in Iraq and Turkey   all of whom are meant to be fighting ISIS. Instead, they are now busy dodging Turkish artillery rounds. Confusing, yes, but true nonetheless.It s also common knowledge now, that top of the line US weaponry is being used by ISIS, both in Iraq, in Afghanistan and in Syria as well. In fact, if not for US weapons and supplies (along with US air intervention, or noninterventions), ISIS would have struggled to maintain many of the strategic positions it enjoys today. For the last 3 years, US officials have been dodging this issue, and when they do admit this is true, their patronizing party line is that,  this must be a mistake, if they do have US weapons, we didn t mean it.  As if the world was born yesterday.Perhaps the most flagrant violation by the US-led forces in aiding and abetting ISIS took place on Sept 17, 2016, when the US-led Coalition bombed Syrian Army positions outside of Deir ez-Zor near al-Tharda Mountain, killing some 80 soldiers and injuring 100 more.  As if by design, an ISIS offensive began immediately following the US massacre of Syrian soldiers. Clearly, this bold move by the Pentagon paved the way for a major ISIS advance.To any normal observer, the US attack was a belligerent act of war that effective destroyed an already fragile bilateral ceasefire agreement, and yet the US response was to somehow blame Russia for calling an emergency UNSC meeting to discuss the incident. Judging by this response, it s pretty clear that US wants to see the Syrian Conflict carry on for a while, and it will need groups like ISIS to make that happen. The other problem with Washington s hollow righteousness in the Middle East is that there are key members of the US-led Coalition  who are financing ISIS, Al Nusra Front, Nour al Din Zinki, and Arar al Sham (all  moderate terrorists we re told) militants in Syria, Iraq and beyond. This fact was recently admitted by former US Secretary of State and Democratic candidate Hillary Clinton, as revealed in this week s batch of Wikileaks emails. Clinton writes: While this military/para-military operation is moving forward, we need to use our diplomatic and more traditional intelligence assets to bring pressure on the governments of Qatar and Saudi Arabia, which are providing clandestine financial and logistic support to ISIL and other radical Sunni groups in the region. Add to that the multiple exposures over the last 3 years of the US CIA illegally trafficking lethal arms to Al Nusra and other terrorists through covert operations like Timber Sycamore.Still, US and NATO member state officials and their media gatekeepers continue to deny it and play dumb, rather than come clean that the United States and its  partners  in the region are helping, not hindering ISIS terrorism.Some might ask: why would they do a thing like that? By now, the answer should be simple, but threefold:What s so comical yet even more tragic, is how prominent the topic of  ISIS  factors into all of the vapid  national security  debates and media panels in this year s US Presidential election, and in the dumbed-down  coverage of the delusional US mainstream media, led by Pentagon surrogate CNN, and hopeless FOX News. Judging by their prosaic  coverage , neither the networks, nor Hillary Clinton or Donald Trump have the slightest clue of what the reality on the ground is. Instead we here,  My ISIS plan is better than yours!  The US political conversation has gone beyond ridiculousness.The corps of US military and CIA media spokesman aren t much better. The sad part is some of them do know what is really happening, but would rather lie to the American public.With so much double dealing, who can you trust? Certainly not anyone in Washington.More on the White House s latest dangerous proposition .RTThe US and Saudi Arabia have agreed to grant free passage to thousands of Islamic State militants before the Iraqi city of Mosul is stormed. The jihadists will be redeployed to fight against the government in Syria, a military-diplomatic source told RIA Novosti. More than 9,000 Islamic State (IS, formerly ISIS, ISIL) militants will be redeployed from Mosul to the eastern regions of Syria to carry out a major offensive operation, which involves capturing Deir ez-Zor and Palmyra,  the source said.According to the anonymous diplomatic source, US President Barack Obama has already sanctioned an operation to liberate Mosul, due to take place in October.During the storm of the city in northern Iraq the US-led coalition s planes would only strike detached, vacated or uninhabited buildings, while keeping terrorists as targets, he said.In September, US Secretary of Defense Ashton Carter confirmed that Washington would send an additional 600 troops to Iraq to help liberate Mosul at the request of the local authorities.The source suggested that redeployment of IS militants is necessary because  Washington must somehow counter Russia s achievements in Syria, try to diminish their importance. Apart from the purely political dividends, the other purpose of this operation, obviously, will be to discredit the success of Russian Airspace forces. And, of course, it s an attempt to undermine Syrian President (Bashar) Assad,  he said.The leadership of Saudi Arabia s General Intelligence Directorate will be the mediators and guarantors of the agreement on safe passage for the jihadists from Mosul, he claimed.The source added that a similar scheme had been used by the US and its allies during the liberation of the Iraqi city of Fallujah Continue this story at RTREAD MORE SYRIA NEWS: 21st Century Wire Syria FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",Middle-east,"October 13, 2016",1
BUCKLE UP: 2008 Was Just A “Warm-Up”…Facts Show The REAL Financial Crisis Is Coming,"A fake economy can only sustain itself for so long The Fed is out of control,  exclaims David Stockman   perhaps best known for architecting Reagan s economic turnaround known as  Morning in America    adding that  people don t want to hear the reality and the truth that we re facing. Well, it s one of the scariest moments I think in our history, but also we need to recognize we re in uncharted waters. No central bank has ever printed this much money this long, kept interest rates at zero, fueled so much speculation. Not just here, but worldwide.-David StockmanFor six years, the world has operated under a complete delusion that Central Banks somehow fixed the 2008 Crisis.All of the arguments claiming this defied common sense. A 5th grader would tell you that you cannot solve a debt problem by issuing more debt. If the below chart was a problem BEFORE 2008  there is no way that things are better now. After all, we ve just added another $10 trillion in debt to the US system.Similarly, anyone with a functioning brain could tell you that a bunch of academics with no real-world experience, none of whom have ever started a business or created a single job can t  save  the economy.However, there is an AWFUL lot of money at stake in believing these lies. So the media and the banks and the politicians were happy to promote them. Indeed, one could very easily argue that nearly all of the wealth and power held by those at the top of the economy stem from this fiction.So it s little surprise that no one would admit the facts: that the Fed and other Central Banks not only don t have a clue how to fix the problem, but that they actually have almost no incentive to do so.So here are the facts:1) The REAL problem for the financial system is the bond bubble. In 2008 when the crisis hit it was $80 trillion. It has since grown to over $100 trillion.2)The derivatives market that uses this bond bubble as collateral is over $555 trillion in size.3)Many of the large multinational corporations, sovereign governments, and even municipalities have used derivatives to fake earnings and hide debt. NO ONE knows to what degree this has been the case, but given that 20% of corporate CFOs have admitted to faking earnings in the past, it s likely a significant amount.4) Corporations today are more leveraged than they were in 2007. As Stanley Druckenmiller noted recently, in 2007 corporate bonds were $3.5 trillion  today they are $7 trillion: an amount equal to nearly 50% of US GDP.5) The Central Banks are now all leveraged at levels greater than or equal to where Lehman Brothers was when it imploded. The Fed is leveraged at 78 to 1. The ECB is leveraged at over 26 to 1. Lehman Brothers was leveraged at 30 to 1.6) The Central Banks have no idea how to exit their strategies. Fed minutes released from 2009 show Janet Yellen was worried about how to exit when the Fed s balance sheet was $1.3 trillion (back in 2009). Today it s over $4.5 trillion.We are heading for a crisis that will be exponentially worse than 2008. The global Central Banks have literally bet the financial system that their theories will work. They haven t. All they ve done is set the stage for an even worse crisis in which entire countries will go bankrupt.The situation is clear: the 2008 Crisis was the warm up. The next Crisis will be THE REAL Crisis. The Crisis in which Central Banking itself will fail. Via: Zero HedgeDavid Stockman:Well, it s one of the scariest moments I think in our history, but also we need to recognize we re in uncharted waters. No central bank has ever printed this much money this long, kept interest rates at zero, fueled so much speculation. Not just here, but worldwide. Not just in the normal stocks and bonds, but the whole shale boom, for instance, in the United States was massively funded by cheap debt based on oil prices that weren t sustainable, and now that s all coming unwound. We have never had deficits of ten percent of GDP back to back, or even still four or five percent four or five years into a recovery.We have a runaway budget where the population is getting older and older, 10,000 people are retiring every day. Nothing is being done about Social Security. It s a festering time bomb, and we re not sure how it will explode, but we know it isn t sustainable. We have a Wall Street that is more addicted to pure overnight gambling and trading and speculation for the ultra short run that is driven by robo traders, the so-called HFT money, like never before. It s unstable. That s why we see things happen like the overnight 40 percent gain with the Swiss Franc when the Swiss National Bank pulled the pay.Forty percent overnight   not overnight, but in a couple of minutes or seconds when there were hundreds of billions of short positions in the Swiss Franc. All of these things have never existed simultaneously, not only in the United States, but worldwide. All the central banks are doing it. We re reaching the point where it s unsustainable, things are going to give and break, but the good thing is it s going to be more a disaster in the financial markets in my view, less some kind of Great Depression impact on Main Street. It will be difficult on Main Street, but Wall Street is in the gun sites of this disaster coming.",politics,"Oct 29, 2015",1
Virginia Shooter Hodgkinson Was ‘Never Trump’ Fanatic and Devotee of Bernie Sanders,"IMAGE: Democratic Party activist and gunman, James T. Hodgkinson.21st Century WireYesterday, a crazed gunman affiliated with America s radical  progressive  and  Never Trump  movement attacked Republican members of Congress and their staff during a practice session for an annual charity baseball game in Alexandria, Virginia.Steve Scalise (R-LA)Among those shot were Majority Whip Steve Scalise (R-LA), the third ranking Republican in the House.In total, five people were wounded, including two police officers. All were taken to local hospitals for treatment.According to Arizona Senator Jeff Flake, Scalise was standing on second base, fielding balls during batting practice when the shooting began.Had the Capitol Police not been on the scene It would have been a massacre,  said Kentucky Senator Rand Paul.  As terrible as it is, it could have been a lot worse. The gunman, James T. Hodgkinson, was shot dead by police, dying later of multiple wounds.Hodgkinson, 66, is from Belleville, Illinois, was an ardent supporter of 2016 Democratic Party  presidential candidate Bernie Sanders, but also expressed a rabid hatred of conservatives and President Donald Trump as seen in his Facebook profiles and letters to newspapers. Trump is a Traitor. Trump Has Destroyed Our Democracy. It s Time to Destroy Trump & Co,  and Republicans are the Taliban of the USA,  said Hodgkinson.Watch this cell phone footage of the event:However, the story appeared to be an embarrassment for Democratic Party-oriented mainstream media outlets like CNN and MSNBC. Not surprisingly, CNN seemed to avoid any extended coverage of the shooting, opting instead to focus most of its news coverage yesterday on the Grenfell Tower fire in London. Ever since Hillary Clinton s epic defeat last November, most US mainstream media organizations have been going all-out to discredit the new president. CNN s own Kathy Griffin, a 56-year-old  comedian  sparked public outrage last month after releasing a photo and video depicting her holding the bloodied head of President Trump in an ISIS-style video.Other liberal media sources are attempting to frame the attack as a  gun control  story, rather than a politically-motivated act of domestic terrorism.The following is a live debate which aired on RT International on Wednesday night, featuring 21WIRE s Patrick Henningsen, Tighe Barry from Code Pink, and  Lionel  a frequent contributor on RT America. Watch:READ MORE DAILY SHOOTER NEWS AT: 21st Century Wire Daily Shooter FilesSUPPORT 21WIRE   SUBSCRIBE & BECOME A MEMBER @21WIRE.TV",US_News,"June 15, 2017",1
" FBI Tells Trump To Go F*ck Himself For Firing Their Director, Forces Him To Cancel Visit","Donald Trump was hoping to visit the FBI for a photo-op in the wake of firing FBI Director James Comey. The FBI told Trump to f*ck off.In the days since Comey s firing, it has been revealed that Trump pulled the trigger in retaliation against the FBI investigation into his Russia scandal. Trump demanded that Comey be loyal to him and Comey refused to put Trump above the security of the country. Trump has even admitted that the Russia investigation was in his mind when he fired Comey.This contradicted the official White House statement on Comey s firing, which has sparked national outrage as most Americans disapprove of Trump s action.Trump was hoping for applause. Instead, he made things worse for himself. Now it s clear that he has something to hide.But he didn t just anger the American people. He pissed off the FBI, most of whom loved their former boss.So when Donald Trump wanted to visit the FBI on Thursday, they told him not to bother. Trump then tucked his tail between his legs and had the White House cancel the visit. He likely then threw a temper tantrum like a toddler. The FBI told the White House the optics would not be good,  NBC s Peter Alexander reported as the news came in.  FBI officials apparently said the president was unlikely to be greeted warmly after having just unceremoniously fired a very popular director. Alexander further explained that while many FBI agents voted for Trump, they don t like that he fired Comey and are disgusted by how Trump did it.Here s the video via YouTube.Donald Trump just turned the FBI into his enemy, and that means they are going to work double-time on the investigation into his ties with Russia. And I m sure they will be all too happy to slap cuffs on Trump and haul his sorry ass to jail when the time comes.Featured image Shawn Thew   Pool/Getty Images",News,"May 12, 2017",1
Boiler Room EP #117 – Straight Outta Tavistock & The Woke AF Zombie Apocalypse,"Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room tonight 6:00 PM PST | 8:00 PM CST | 9:00 PM EST for this special broadcast. Join us for uncensored, uninterruptible talk radio, custom-made for bar fly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher and Spore along side Jay Dyer & Jamie Hanshaw of Jay s Analysis and FunkSoul & Randy J (21WIRE & ACR contributors), for the hundred and seventeenth episode of BOILER ROOM. Turn it up, tune in and hang with the ACR Brain-Trust for this weeks boil downs and analysis and the usual gnashing of the teeth of the political animals in the social reject club.This week on the show we re focused on the Tavistock style social engineering tactics that have been imposed upon western society, their origins, their modern manifestations and their effects on different generations over time that have been exposed to them. Join us for some laughs, some face-palm moments, some enlightening context to where we find ourselves in this place in time and history. The gang lays out the pitfalls of  blue-pill,   normie life,  some James Bond trivia, Hollywood analysis and an ice breaker likely to make you cringe.Direct Download Episode #117Please like and share the program and visit our donate page to get involved! Reference Links, for your consideration and research:",Middle-east,"July 14, 2017",1
